---,Level Text,Level Text Description,Audio,Block Camera?,Ogremon Event?,Player Transform,Partner Transform,Monitors,Item Spawn
GearSavanna3,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""B2AC2B4B4F11858FECE6B68DFA913CB1"", ""Gear Savanna"")","","Gear Savanna","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=6200.000000,Y=6250.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=8200.000000,Y=2000.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=6200.000000,Y=6250.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=8200.000000,Y=2000.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
GearSavanna4,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""B2AC2B4B4F11858FECE6B68DFA913CB1"", ""Gear Savanna"")","","Gear Savanna","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=4200.000000,Y=5000.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=5720.000000,Y=6450.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=4200.252930,Y=5000.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=5720.000000,Y=6450.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
GearSavanna5,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""B2AC2B4B4F11858FECE6B68DFA913CB1"", ""Gear Savanna"")","","Gear Savanna","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=5400.000000,Y=3400.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=5400.000000,Y=3400.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
GekoSwamp1,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""2867FA7F433200FA9C57C79C066561D0"", ""Geko Swamp"")","","Geko Swamp","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=5700.000000,Y=4300.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=5700.000000,Y=4300.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
GekoSwamp2,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""663E2C2245B4D063452D4BAC31A87D18"", ""Geko Swamp"")","","Geko Swamp","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=7300.000000,Y=8800.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=5150.000000,Y=5680.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.500000,W=0.866025),Translation=(X=3830.000000,Y=7030.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=7300.000000,Y=8800.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=5150.000000,Y=5680.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=3830.000000,Y=7030.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
GreatCanyon1,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""543F7FAF42F36DABD57DA6B4569B67B7"", ""Great Canyon"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""91E2E3E941D5160496EAA6AD51BD415C"", ""Entrance"")","Great Canyon","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=5050.000000,Y=22140.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=8500.000000,Y=21000.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=7500.000000,Y=22500.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=5050.000000,Y=22140.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=8500.000000,Y=21000.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=7500.000000,Y=22500.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
GreatCanyon2,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""543F7FAF42F36DABD57DA6B4569B67B7"", ""Great Canyon"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""B53130A1463648C86ECFD190B5762E0B"", ""Top Area"")","Great Canyon","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-1000.000000,Y=-300.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=2300.000000,Y=-1000.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=640.000000,Y=-200.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-1000.000000,Y=-300.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=2300.000000,Y=-1000.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=640.000000,Y=-200.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
GreatCanyon3,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""543F7FAF42F36DABD57DA6B4569B67B7"", ""Great Canyon"")","","Great Canyon","False","True","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=20200.000000,Y=37000.000000,Z=3700.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=20200.000000,Y=37000.000000,Z=3700.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
GreenGym,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""5D7FA30047B1A9398834B290A3302AA3"", ""Native Forest"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""D5A7BB134B824A08B40B44832BB1DF45"", ""Green Gym"")","Native Forest","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=-2745.000000,Y=21273.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-3720.000000,Y=21810.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-2745.000000,Y=21363.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-3600.000000,Y=21810.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
GreyLordMansion1,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""6C7433354041CCEE76FB2FA856395FAB"", ""Grey Lord\'s Mansion"")","","Grey Lord Mansion","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-1600.000000,Y=0.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-1600.000000,Y=0.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
IceSanctuary1,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""CB6219584AC77B61B868F2BFF3387FB4"", ""Ice Sanctuary"")","","Ice Sanctuary Hall","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=0.000000,Y=1000.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=0.000000,Y=50.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=1000.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=50.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
IceSanctuary2,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""214409CA496F3B179702EA8D6837938A"", ""Ice Sanctuary"")","","Ice Sanctuary Interior","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=1700.000000,Y=0.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-2060.000000,Y=0.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=1700.000000,Y=0.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-2060.000000,Y=0.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""Restore"",Transform=(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-1090.000000,Y=550.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))),(Iten Name=""LargeRecovery"",Transform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=970.000000,Y=-550.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
IceSanctuary3,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""214409CA496F3B179702EA8D6837938A"", ""Ice Sanctuary"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""C879EB9A4622093E6E1B2E8DFF7822BF"", ""Training Area"")","Ice Sanctuary Interior","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=80.000000,Y=200.000000,Z=120.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=80.000000,Y=200.000000,Z=120.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
IceSanctuary4,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""214409CA496F3B179702EA8D6837938A"", ""Ice Sanctuary"")","","Ice Sanctuary Interior","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-1400.000000,Y=120.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=-1320.000000,Y=-2100.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-1400.000000,Y=120.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-1320.000000,Y=-2100.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""OmniDisk"",Transform=(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=1100.000000,Y=770.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))),(Iten Name=""Omnipotent"",Transform=(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=690.000000,Y=-880.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
IceSanctuary5,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""214409CA496F3B179702EA8D6837938A"", ""Ice Sanctuary"")","","Ice Sanctuary Interior","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=600.000000,Y=2200.000000,Z=600.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=-540.000000,Y=-3540.000000,Z=600.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=600.000000,Y=2200.000000,Z=600.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-540.000000,Y=-3540.000000,Z=600.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
IceSanctuary6,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""214409CA496F3B179702EA8D6837938A"", ""Ice Sanctuary"")","","Ice Sanctuary Interior","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=0.000000,Y=500.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=500.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""Medicine"",Transform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=-1400.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
IceSanctuary7,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""214409CA496F3B179702EA8D6837938A"", ""Ice Sanctuary"")","","Ice Sanctuary Interior","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=0.000000,Y=-500.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=-500.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""SuperRecovery"",Transform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=-105.000000,Y=-860.000000,Z=-10.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))),(Iten Name=""LargeMP"",Transform=(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=800.000000,Y=-300.000000,Z=-10.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
ItemKeeper,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""62D96F3F417CDAF7344108B0191019C6"", ""File City"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""8261F8654B07BF34FF12739C4BEE579B"", ""Item Keeper"")","File City","True","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=-140.000000,Y=180.000000,Z=-750.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-140.000000,Y=180.000000,Z=-750.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
ItemShop,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""53F448884FF6C6B6512C20A38DB3BD20"", ""File City"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""A5C8F1304E389B0687ED11AE27EFE5A3"", ""Item Shop"")","File City","True","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=0.000000,Y=160.000000,Z=500.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-110.000000,Y=130.000000,Z=500.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
JijimonHouse,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""95782E904E18FE7B3408438FBF3911B2"", ""File City"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""27A1E79F4B29FAA3F33467B47C1BD386"", ""Jijimon\'s House"")","File City","True","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=620.000000,Y=-300.000000,Z=110.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=620.000000,Y=-300.000000,Z=110.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
LastRoom,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""B2B6706B4A214D2B4FF8E1A2A5240498"", ""Mount Infinity"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""950F5DA94C96DBCA98D11FADE519779B"", ""Last Room"")","Last Room","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=200.000000,Y=600.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=200.000000,Y=600.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
LavaCave1,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""4DE1691F48E8797F1B4DBE901A8F9B0A"", ""Drill Tunnel"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""BE12ED4641B9574E25A59F827CA4F914"", ""Lava Cave"")","Lava Cave","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-70.000000,Y=100.000000,Z=300.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=-70.000000,Y=100.000000,Z=300.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""Medicine"",Transform=(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=7400.000000,Y=-3500.000000,Z=224.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))),(Iten Name=""OffenseChip"",Transform=(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=7400.000000,Y=-3700.000000,Z=224.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
LeomonCave,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""96D70A1C4E160EE937E1E2A862F14007"", ""Drill Tunnel"")","NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""AF736A5B45E99B50B306EAA87BB99356"", ""Leomon Ancestor\'s Cave"")","Drill Tunnel","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.819152,W=0.573576),Translation=(X=2400.000000,Y=4000.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=2400.000000,Y=4000.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Iten Name=""OffenseChip"",Transform=(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=400.000000,Y=2900.000000,Z=31.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))))",""
MangroveRegion1,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""12086D1C4EB0A78C781A1DB775C9F9C6"", ""Mangrove Region"")","","Tropical Jungle","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=9000.000000,Y=5600.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),Translation=(X=8600.000000,Y=7300.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=9000.000000,Y=5600.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=8600.000000,Y=7300.000000,Z=100.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
MistyTrees1,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""668869C340287AE49322208243B6D63E"", ""Misty Trees"")","","Misty Trees","False","False","((Rotation=(X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025),Translation=(X=5400.000000,Y=7500.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=7300.000000,Y=4900.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.422618,W=0.906308),Translation=(X=4900.000000,Y=4700.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=5400.000000,Y=7500.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=7300.000000,Y=4900.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=4900.000000,Y=4700.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
MistyTrees2,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""668869C340287AE49322208243B6D63E"", ""Misty Trees"")","","Misty Trees","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=4000.000000,Y=6450.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=7500.000000,Y=6000.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107),Translation=(X=5800.000000,Y=5300.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=4000.000000,Y=6450.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=7500.000000,Y=6000.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=5800.000000,Y=5300.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
MistyTrees3,"NSLOCTEXT(""[D9F5437947B1A70C3D8F7D8DBE5DECF8]"", ""668869C340287AE49322208243B6D63E"", ""Misty Trees"")","","Misty Trees","False","False","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=4600.000000,Y=7200.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=-0.000000,Y=0.000000,Z=-1.000000,W=0.000000),Translation=(X=8000.000000,Y=7050.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","((Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=4600.000000,Y=7200.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=8000.000000,Y=7050.000000,Z=200.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)))","",""
