---,Condition,Name,Text,Operator,If Value,If Output,Jump To Line,Switch,Boolean,Float,Give Items,Selection,Location,Rotation,Widget Position,play Sound,DataTable
215,"if PSTAT","None","","!=","6","5","213","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
216,"Set PStat","None","","!=","4","120","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
217,"addToPStat","None","","!=","5","120","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
218,"if PSTAT","None","","!=","6","6","216","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
219,"Set PStat","None","","!=","4","90","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
220,"addToPStat","None","","!=","5","90","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
221,"if PSTAT","None","","!=","6","7","219","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
222,"Set PStat","None","","!=","4","60","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
223,"addToPStat","None","","!=","5","60","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
224,"if PSTAT","None","","!=","6","8","222","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
225,"Set PStat","None","","!=","4","30","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
226,"addToPStat","None","","!=","5","30","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
227,"if PSTAT","None","","!=","6","9","225","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
228,"Set PStat","None","","!=","4","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
229,"addToPStat","None","","!=","5","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
230,"Monochrome Shop Show Profit","None","","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
235,"Jump To","None","","!=","0","0","366","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
236,"Random PStat","None","","!=","1","99","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
237,"addToPStat","None","","!=","3","1","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
238,"if PSTAT","None","","<","3","3","232","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
239,"if PSTAT","None","",">","1","69","232","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
240,"Jump To","None","","!=","0","0","355","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
241,"if PSTAT","None","","!=","3","2","235","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
242,"if PSTAT","None","",">","1","29","235","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
243,"Jump To","None","","!=","0","0","355","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
244,"if PSTAT","None","","!=","3","1","238","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
245,"if PSTAT","None","",">","1","9","238","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
246,"Jump To","None","","!=","0","0","355","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
247,"ShowTextBox","Piyomon","NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""F5EDE1FF4C593C63D5E4BAADF6083312"", ""That\'s just too much?"")","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
248,"ShowTextBox","Player","NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""95E765A043624783FEAD73AE51A00392"", ""Nah? Well... Well then..."")","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
249,"Jump To","None","","!=","0","0","129","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
250,"ShowTextBox","Piyomon","NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""7BEC07424B022C869B13E08FEFE7C198"", ""Boy, I want some <Item>Medicine</>."")","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
251,"ShowTextBox","Player","NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""0DD54F81420A46ED7475B39A9E42DA43"", ""Uh... Welcome, you want some <Item>Medicine</>?"")","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
252,"Set PStat","None","","!=","6","6","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
253,"set Selection","None","","!=","0","0","0","","False","0.000000","()","((245, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""AABDCC8940673E53EA72CD9DEDA0B9A5"", ""Raise price"")),(266, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""B6C2A87A480FDE19D190E781C5A9F1BC"", ""Keep price at 1000 bits"")),(269, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""FA95F14E4EF0936518E29CAE1B37A059"", ""Lower price"")))","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
254,"Random PStat","None","","!=","1","4","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
255,"if PSTAT","None","",">","1","0","250","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
256,"Set PStat","None","","!=","6","1","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
257,"ShowTextBox","Player","NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""BA835A2C497F336EF952C792437CD4CD"", ""How\'s 1000 bit <Item>Medicine</>, for 1500 bits?"")","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
258,"set Selection","None","","!=","0","0","0","","False","0.000000","()","((282, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""7A0734F246F3ABE64AEC6893E46B9D58"", ""Raise 1000 to 1500"")),(243, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""7922DD574E28187A7436ACB196B92434"", ""Let me rethink this"")))","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
259,"if PSTAT","None","",">","1","1","254","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
260,"Set PStat","None","","!=","6","2","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
261,"ShowTextBox","Player","NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""BE9A9AB64E4D4CC6B6D8CB8A13152AE5"", ""How\'s 1000 bit <Item>Medicine</>, for 1400 bits?"")","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
262,"set Selection","None","","!=","0","0","0","","False","0.000000","()","((285, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""B841CAB54D7A87E14DFC7D8EAE090FB1"", ""Raise 1000 to 1400"")),(243, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""7A450A374319DC4260A28FB3C28F461B"", ""Let me rethink this"")))","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
263,"if PSTAT","None","",">","1","2","258","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
264,"Set PStat","None","","!=","6","3","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
265,"ShowTextBox","Player","NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""96D77F1E4B2111781D11D9AE613E0F02"", ""How\'s 1000 bit <Item>Medicine</>, for 1300 bits?"")","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
266,"set Selection","None","","!=","0","0","0","","False","0.000000","()","((288, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""8A4D85124B0BF557EACA03920DD86468"", ""Raise 1000 to 1300"")),(243, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""D6D3A3E14E22ADE80F77CA964605BAC1"", ""Let me rethink this"")))","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
267,"if PSTAT","None","",">","1","3","262","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
268,"Set PStat","None","","!=","6","4","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
269,"ShowTextBox","Player","NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""832B267344D514FF26CF0790B7A72B78"", ""How\'s 1000 bit <Item>Medicine</>, for 1200 bits?"")","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
270,"set Selection","None","","!=","0","0","0","","False","0.000000","()","((291, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""1C8A3280414370F350A694862EA4A263"", ""Raise 1000 to 1200"")),(243, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""D5ACEBF648AEC2186184369CEAE13821"", ""Let me rethink this"")))","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
271,"if PSTAT","None","",">","1","4","266","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
272,"Set PStat","None","","!=","6","5","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
273,"ShowTextBox","Player","NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""73D8EEC84D70031655EA9EA76F188EAD"", ""How\'s 1000 bit <Item>Medicine</>, for 1100 bits?"")","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
274,"set Selection","None","","!=","0","0","0","","False","0.000000","()","((294, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""DB41E9CD407530F5E5FD628D9265882F"", ""Raise 1000 to 1100"")),(243, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""AE062EF2446532581510CEAA62325E87"", ""Let me rethink this"")))","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
275,"Set PStat","None","","!=","6","6","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
276,"ShowTextBox","Player","NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""6CC164884E96678E031F9C89B38061E6"", ""How\'s 1000 bit <Item>Medicine</>, at regular price?"")","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
277,"set Selection","None","","!=","0","0","0","","False","0.000000","()","((297, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""954C7D0440D577ABC23278A86589C800"", ""Offer at regular price"")),(243, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""7C6A76E94756E8267F07F3ABAEFFD12D"", ""Let me rethink this"")))","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
278,"Random PStat","None","","!=","1","2","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
279,"if PSTAT","None","",">","1","0","274","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
280,"Set PStat","None","","!=","6","7","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
281,"ShowTextBox","Player","NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""817BE400487019736743FFB70F4D2296"", ""How\'s 1000 bit <Item>Medicine</>, for 900 bits?"")","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
282,"set Selection","None","","!=","0","0","0","","False","0.000000","()","((300, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""4615076C4B71B6222F0B5289D0F52086"", ""Lower 1000 to 900"")),(243, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""4D917CEB434E57F37F999E95021AA67C"", ""Let me rethink this"")))","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
283,"if PSTAT","None","",">","1","1","278","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
284,"Set PStat","None","","!=","6","8","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
285,"ShowTextBox","Player","NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""A76A30D348EE32F90C17E6833A60E097"", ""How\'s 1000 bit <Item>Medicine</>, for 800 bits?"")","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
286,"set Selection","None","","!=","0","0","0","","False","0.000000","()","((303, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""9143040647BBA2DFC109DA8BF7837B9E"", ""Lower 1000 to 800"")),(243, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""4739A80A4D42E3C18FDE5A870D0F3057"", ""Let me rethink this"")))","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
287,"if PSTAT","None","",">","1","2","283","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
288,"Set PStat","None","","!=","6","9","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
289,"ShowTextBox","Player","NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""9E00625C46B917FEBD9CBA81CA753F96"", ""How\'s 1000 bit <Item>Medicine</>, for 700 bits?"")","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
290,"set Selection","None","","!=","0","0","0","","False","0.000000","()","((306, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""62D882644B27ACA8AF43739570F3A374"", ""Lower 1000 to 700"")),(243, NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""3C115C074B7130384F7070B7A4A00E88"", ""Let me rethink this"")))","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
291,"Random PStat","None","","!=","1","99","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
292,"if PSTAT","None","",">","1","44","341","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
293,"Jump To","None","","!=","0","0","308","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
294,"Random PStat","None","","!=","1","99","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
295,"if PSTAT","None","",">","1","49","341","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
296,"Jump To","None","","!=","0","0","308","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
297,"Random PStat","None","","!=","1","99","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
298,"if PSTAT","None","",">","1","54","341","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
299,"Jump To","None","","!=","0","0","308","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
300,"Random PStat","None","","!=","1","99","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
301,"if PSTAT","None","",">","1","59","341","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
302,"Jump To","None","","!=","0","0","308","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
303,"Random PStat","None","","!=","1","99","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
304,"if PSTAT","None","",">","1","64","341","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
305,"Jump To","None","","!=","0","0","308","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
306,"Random PStat","None","","!=","1","99","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
307,"if PSTAT","None","",">","1","69","341","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
308,"Jump To","None","","!=","0","0","308","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
309,"Random PStat","None","","!=","1","99","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
310,"if PSTAT","None","",">","1","74","341","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
311,"Jump To","None","","!=","0","0","308","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
312,"Random PStat","None","","!=","1","99","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
313,"if PSTAT","None","",">","1","79","341","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
314,"Jump To","None","","!=","0","0","308","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
315,"Random PStat","None","","!=","1","99","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
316,"if PSTAT","None","",">","1","84","341","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
317,"ShowTextBox","Piyomon","NSLOCTEXT(""[CAFD1FA2454EA25535F7979DFB02524C]"", ""2A7573A046847BD3308453A2604CB03F"", ""Okay, I\'ll buy it!"")","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
318,"addToPStat","None","","!=","2","1","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
319,"Play Sound","None","","!=","0","0","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","/Script/Engine.SoundWave'/Game/Audio/SFX/UI/UI_MonochromeShop_Success.UI_MonochromeShop_Success'","None"
320,"Delay","None","","!=","0","0","0","","False","0.500000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
321,"if PSTAT","None","","!=","6","1","315","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
322,"Set PStat","None","","!=","4","800","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
323,"addToPStat","None","","!=","5","800","0","","False","0.000000","()","()","(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","VAlign_Bottom","None","None"
